filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
i_3.mp3,0.422935188,0.128263161,1660.326838,1815.317095,3449.24465,0.080434783,-239.361496,104.7164154,-3.605343819,31.17384338,-19.10844803,2.628261566,-0.978521347,-5.402664661,-2.442000151,-3.621891499,-0.635768771,-6.507036686,-6.009440899,1.889660954,-9.643026352,-1.755050302,-3.663987637,-4.398129463,-0.753940344,-4.309011936,i
i_4.mp3,0.367855102,0.070455939,1765.560442,1914.415076,3548.671875,0.080365668,-301.7518005,97.45156097,-2.644562244,39.08957672,1.906273961,-7.366315842,-2.373744726,-7.377626419,-34.39442062,-6.105471611,-16.8906517,-8.558273315,-14.20386314,-18.19700241,-13.15278435,3.556641579,-13.91203594,-8.351581573,-6.006720543,-12.24712753,i
i_5.mp3,0.454909772,0.052603621,1511.090695,1592.135069,2996.235988,0.084302819,-306.6105652,125.0517883,-17.93699455,24.86556625,-11.95201874,1.728444815,-0.640027821,-19.67575264,-25.85142136,-5.813153744,-16.75070381,-2.478104115,-1.758510351,-16.99583817,-14.04979134,-6.79237318,-8.690153122,-4.656858444,-16.05799294,-6.397470951,i
i_6.mp3,0.362916559,0.046619758,1855.299285,1787.770803,3566.858351,0.090737952,-360.6760254,73.14847565,-12.86252689,38.82391739,19.53092003,7.030532837,-9.122325897,-11.95783234,-29.63585663,-9.600124359,-18.03722763,-9.490531921,-16.19214821,-14.30988503,-10.62353706,-5.073193073,-14.33291531,-2.547394991,-7.189243317,-3.161227703,i
2020_05_17_19_07_18.mp3,0.517604172,0.055330623,901.0980826,1292.009709,1753.245473,0.037912529,-401.3622131,109.0903549,25.86944199,26.74195862,-11.0945797,5.86246109,-1.064367175,4.202677727,9.313833237,-1.343732834,3.747301579,5.77847147,3.074097872,0.853083551,12.10174847,2.700098276,-1.687231183,4.030525208,-2.745926857,-1.100964665,u
u_1.mp3,0.381595969,0.053731825,1250.066928,1375.476084,2210.655709,0.075236493,-345.9621277,123.6811218,4.960232735,12.50713158,-8.046110153,-9.382640839,-17.50967789,-10.40371418,-15.63634109,-12.6193285,-15.56334114,-13.59398365,-11.59439087,-8.498900414,-7.79164362,-5.614320755,-10.78024292,-4.053642273,-5.381157398,-7.31540823,u
u_2.mp3,0.309576988,0.053473108,1486.291215,1530.307099,2628.24707,0.074593099,-373.6835632,94.26234436,14.32600784,20.09026909,-8.342160225,-5.311401844,-6.891807556,-16.92879295,-28.72060013,-11.12425232,-16.20608902,-15.70966911,-16.95540428,-11.40517712,-11.87338161,-5.917986393,-11.32415867,-1.967778563,-8.619659424,-9.6866045,u
u_3.mp3,0.438547075,0.140763566,1371.849617,1594.358416,2539.254835,0.067700394,-209.7810059,119.240036,-17.46408463,13.43700123,-4.522943974,-0.981954098,0.620197058,4.567336082,-2.713829279,-0.438213438,1.365081549,-1.034171939,-2.769707203,0.089970604,-2.958926201,-2.251891136,-3.361615658,-3.942759037,-6.359369755,-1.605467439,u
u_4.mp3,0.3641119,0.114127144,1524.847199,1581.702245,2702.157556,0.088137707,-289.7428589,114.6096954,-1.57804203,21.9234314,-17.63925552,-19.09192276,0.023630239,-10.51504517,-22.12222672,-9.480288506,-16.14722061,-7.661239624,-15.64002609,-13.03864479,-9.279304504,-3.052525043,-10.32086754,-3.84485817,-7.933581829,-9.262728691,u
u_5.mp3,0.406621307,0.035686057,1449.326312,1569.531924,2721.226115,0.077642602,-345.4981079,124.7435989,-12.06952381,26.91484261,-16.15944672,1.801686883,0.742563426,-9.024205208,-18.42918396,-9.448132515,-12.48926544,-4.078972816,-7.674759865,-13.41933537,-14.26072884,-3.67321825,-5.702329159,-8.695019722,-15.53214455,-7.502508163,u
u_6.mp3,0.408190906,0.044954702,1657.634194,1645.439113,3186.674805,0.098746745,-353.0491333,93.20995331,-2.261927843,22.07683563,1.082511425,0.873541832,-11.14481354,-15.20027161,-23.40938377,-9.341079712,-17.15571976,-10.92910194,-11.2211895,-12.5801096,-7.685431004,-6.256712437,-8.865411758,-2.470098257,-6.242750168,-1.775795698,u
ri_1.mp3,0.361815602,0.038769878,1346.150185,1524.0895,2900.366799,0.059358528,-386.8322754,82.22896576,14.34966564,36.7050209,8.115775108,-12.40758991,-6.795662403,-9.732000351,-16.50110435,-7.84994173,-14.33940887,-9.97923851,-13.47127628,-11.77528286,-9.068849564,-1.591573,-8.996297836,-7.271633625,-1.979614258,-7.626599312,ri
ri_2.mp3,0.361385763,0.032417327,1336.318691,1518.96781,2663.124446,0.051269531,-404.4999695,95.1607132,5.433830738,21.78507996,5.217382908,-7.966825008,-0.486891717,-11.72568035,-21.93320656,-13.69591236,-16.41421509,-11.33132553,-17.27733994,-10.89512634,-8.217827797,-4.788559914,-14.61330795,-5.313104153,-6.931974888,-6.926030636,ri
ri_3.mp3,0.462633163,0.103794992,1261.543283,1634.599074,2673.602778,0.051283583,-228.5087891,125.7771454,-3.564155102,25.38579369,-4.589424133,-4.009031296,5.00006628,-0.235240683,-6.19630909,-3.62745595,-0.242009386,-4.889081001,-4.758777618,-0.347555906,-8.965193748,-3.903189898,-7.123276711,-9.651047707,-5.606145382,-6.320004463,ri
ri_4.mp3,0.389328778,0.093426444,1643.96805,1753.306827,3100.072921,0.071038497,-265.223877,101.5490341,-17.20676994,37.54317474,11.55813408,-9.562637329,2.368356705,-8.279156685,-29.11347008,-11.8428793,-20.0133419,-10.47805405,-15.58883858,-16.01867485,-16.75792122,6.0384202,-14.68177414,-9.284154892,-8.001204491,-11.46326256,ri
ri_5.mp3,0.397827148,0.030747456,1598.885303,1738.701537,3315.240314,0.073924022,-391.4345703,97.45288086,-10.19622612,30.68972588,2.745287895,-6.11826849,8.728652,-7.018920898,-12.87084103,-1.284181237,-16.78927422,-0.94589138,-3.450567961,-16.44053268,-15.55643177,-8.255856514,-6.274219513,-4.563270569,-15.83385468,-7.91032362,ri
ri_6.mp3,0.354981929,0.052362408,1945.397346,1956.102646,3906.123047,0.089463976,-341.2149658,76.21003723,-1.359279633,41.30113602,22.14884377,-3.939780712,-7.855355263,-0.751170695,-25.55112267,-8.540765762,-20.92681885,-14.68454552,-17.08809662,-9.33486557,-15.09032536,-2.189058542,-11.7455225,-2.561500788,-7.917482376,-8.329280853,ri
ri_7.mp3,0.354981929,0.052362408,1945.397346,1956.102646,3906.123047,0.089463976,-341.2149658,76.21003723,-1.359279633,41.30113602,22.14884377,-3.939780712,-7.855355263,-0.751170695,-25.55112267,-8.540765762,-20.92681885,-14.68454552,-17.08809662,-9.33486557,-15.09032536,-2.189058542,-11.7455225,-2.561500788,-7.917482376,-8.329280853,ri
2020_05_17_19_06_56.mp3,0.50522244,0.006981822,1232.619101,1470.888448,2347.46645,0.051852319,-528.5667114,151.5182037,-12.24178314,21.05854034,-13.35682774,16.54788589,-7.450849533,-4.26128912,19.30190277,-5.798870087,5.952465057,6.988194942,0.892073452,2.631574631,7.064685822,5.433680058,-0.686371386,1.18204546,-1.146816492,-1.646619201,a
a_1.mp3,0.410725653,0.039270956,1272.561891,1283.658743,2368.133471,0.070559582,-385.3392944,117.8882446,-6.160723209,4.128688335,4.610830784,-8.034492493,-13.1674242,-10.73043919,-16.01095581,-0.523853719,-9.585431099,-11.2207098,-13.19474888,-10.32942104,-5.475976467,-10.19133282,-7.050303459,-7.402828217,-5.721665859,-6.298273087,a
a_2.mp3,0.424544543,0.044720668,1701.69274,1660.775378,3307.241602,0.089457031,-386.304657,96.6312027,-15.23343945,0.497161537,-9.019246101,-1.401347756,-0.391725749,-6.174024582,-23.19382858,1.076777577,-12.73658657,-10.95894814,-9.792987823,-13.07104588,-11.53385544,-6.555175781,-12.48239422,-6.403283119,-6.175813198,-10.74061298,a
a_3.mp3,0.406180531,0.135517374,1420.817956,1589.238625,2676.846313,0.077655792,-186.3746643,130.4915619,-27.96269608,21.41683006,-10.40267086,-1.694054365,-0.405188799,6.762997627,-4.673238754,3.992706776,-0.203969926,-7.274021626,-9.581554413,-3.806871891,-6.599768639,-3.109303474,-3.031357765,-3.307142496,-5.926589966,-4.016265869,a
a_4.mp3,0.436109453,0.079636864,1584.771846,1521.244403,3148.684825,0.095384681,-285.6140442,129.9851685,-38.77508163,17.61258507,-28.00530624,-20.02369881,7.902527809,-9.588405609,-23.62713814,-8.551678658,-5.867699623,-1.528667331,-13.14407063,-15.5341177,-12.80604744,-6.535831451,-4.513809681,-9.892579079,-10.18040371,-10.79465675,a
a_5.mp3,0.423675537,0.047088247,1480.388496,1420.3588,2742.650082,0.086849815,-348.026123,131.2372894,-18.75483704,13.64359951,-18.21385193,-13.24750233,-1.500776768,-16.26485634,-13.50632,5.64834404,-8.205943108,-0.945415795,-8.268078804,-22.42544365,-11.92401981,-12.4612608,-6.663899422,-9.828514099,-12.64915276,-3.342911959,a
a_6.mp3,0.401386321,0.03193887,1985.576933,1932.501383,3974.550781,0.112326389,-348.914856,105.5762177,-22.73960495,28.41677856,0.280802548,-2.732899904,-9.401983261,-9.715162277,-23.59912682,-4.004416943,-20.74000549,-5.531803131,-6.149695396,-14.23945045,-10.02353764,-6.237550259,-9.84384346,-6.181050777,-11.49572659,-3.010468483,a
2020_05_17_19_07_11.mp3,0.544179201,0.043333218,956.5288266,1342.602025,1827.670789,0.031432194,-434.5306091,115.6218185,27.99393654,31.07905769,-9.666946411,9.245785713,0.711380184,3.744263411,11.82232761,-5.12198019,1.650821805,3.417787313,0.713171005,0.86130935,7.865442276,1.960946798,-1.114193916,2.89134264,-1.809134603,1.114847422,ii
ii_1.mp3,0.352000594,0.048331503,1156.865417,1357.756059,2331.687012,0.050678168,-381.2573242,107.7052917,8.914636612,21.90669823,13.44379616,-7.52611208,-10.41075802,-10.68265247,-19.10245705,-9.650706291,-13.80954361,-10.80900478,-12.61178207,-8.728360176,-11.49736214,-3.158210993,-6.490504265,-7.291132927,-4.16134119,-7.23759985,ii
ii_2.mp3,0.305241525,0.042644594,1383.789006,1646.673022,2753.55835,0.057814378,-401.5564575,87.05690002,5.689482689,11.43406105,-0.291380197,-7.132567406,-4.263730526,-17.9911232,-25.42749977,-9.175391197,-13.34605312,-7.521830559,-10.63460159,-8.067209244,-7.986011982,-2.455860615,-11.60290051,-2.41005373,-10.8815937,-9.032250404,ii
ii_3.mp3,0.48443535,0.186129451,1341.9244,1590.711576,2598.712273,0.061938016,-192.3082581,118.0181885,-30.47824097,23.56506538,0.435151428,3.391293287,2.286283493,4.36952734,-0.256876498,2.041310787,-7.134813309,-7.395536423,-2.400561571,-0.032702155,-7.300195694,-1.452853203,-0.319983214,-2.970599413,-7.102334499,-5.117090225,ii
ii_4.mp3,0.349362671,0.110340074,1656.045013,1827.001881,3292.115434,0.067147496,-264.0240173,99.64112091,-7.42210722,42.11357117,5.259766102,-16.81859589,9.694581032,-1.973748088,-33.43615723,-9.532243729,-27.27246475,-8.108737946,-15.27851105,-15.27948952,-8.976042747,4.395678997,-13.54896927,-3.88211751,-6.822059631,-12.14886379,ii
ii_5.mp3,0.386936814,0.069147833,1381.600818,1651.271699,2889.379883,0.056175595,-301.2440491,121.2169571,-7.17925024,33.38558197,-1.904462099,-7.325008392,3.622791529,-15.69271183,-19.80145073,-2.382581472,-25.21894073,-0.993682146,-8.199115753,-13.67897511,-15.23502827,-8.37792778,-8.128186226,-0.042048182,-12.90504169,-2.939200163,ii
ii_6.mp3,0.311294675,0.071811199,1676.019307,1924.392671,3477.75397,0.061735454,-317.4656067,79.41252136,-3.307262182,53.5062027,19.48166656,-2.532973289,-6.19771719,-12.54881001,-26.99740791,-10.73185444,-28.97669792,-10.12246609,-14.36945724,-14.51087666,-12.50997257,-3.845453739,-8.481701851,0.403100908,-6.457241058,-5.125118256,ii
2020_05_17_19_07_24.mp3,0.465045571,0.043140057,877.5063578,1313.965235,1700.629166,0.037355755,-438.254303,122.9177628,38.27060699,31.50421524,-15.36946297,7.602171898,0.38817516,1.259305596,14.38326168,-6.543323994,-1.450283885,4.657839298,-1.261171579,0.213388041,11.65207386,2.695086241,-3.058860302,4.140429974,-3.200629473,0.441200316,uu
uu_1.mp3,0.363934517,0.048981041,1166.254899,1380.684357,2261.652303,0.056273156,-384.8276367,113.1511765,17.49408531,22.06639099,-4.736005783,-13.71884155,-11.50568867,-9.301913261,-12.99390507,-9.426344872,-15.92707348,-11.53678131,-13.63024426,-6.923350334,-7.108000755,-5.217440128,-9.96574688,-8.843131065,-5.726424217,-7.005681515,uu
uu_2.mp3,0.333642691,0.063961707,1323.120513,1541.657851,2610.063477,0.060964627,-351.3504333,108.4387665,8.552168846,21.08390236,-5.877047539,-15.5874548,-6.887099266,-19.06637955,-22.13246536,-10.82051468,-21.10895538,-14.17540264,-17.17953873,-16.61964607,-8.034367561,-9.144458771,-11.64076042,-1.962347388,-11.21975327,-5.975023746,uu
uu_3.mp3,0.427490592,0.165690124,1189.615799,1474.437372,2231.006912,0.064288961,-224.6031647,133.4429932,-14.43859863,14.15679932,-0.464857608,-5.960094929,6.699310303,6.429516792,-3.787011623,-2.58008337,1.085043311,-3.264879227,-5.402040482,0.053989302,-2.86981535,-0.55070287,-0.785389006,-3.898608923,-4.610163689,-4.593343735,uu
uu_4.mp3,0.392021507,0.122208893,1237.375394,1576.463337,2385.90485,0.052616717,-273.2288208,128.4920807,4.107227325,37.34265137,-6.452950954,-21.82861519,-2.881933451,-9.314380646,-26.25676537,-11.61617374,-19.84225464,-9.865146637,-14.74070168,-16.70578575,-9.725717545,1.514831901,-13.64065266,-0.252697021,-6.313755989,-10.04459286,uu
uu_5.mp3,0.380028009,0.049620155,1237.958954,1598.092418,2461.301784,0.053068462,-343.4242249,125.538063,0.813720703,26.39827156,-3.472300529,-8.394478798,-1.868226051,-8.326974869,-13.11353493,-7.364603996,-19.20872879,-5.959348202,-11.06100464,-16.1468792,-15.31513405,-5.383353233,-8.684217453,-3.284049749,-14.05961704,-4.676985264,uu
uu_6.mp3,0.324181855,0.064865924,1348.333078,1584.874175,2794.127683,0.055069889,-339.5270996,107.880249,-2.319570541,34.86224747,-0.414432287,-4.670541763,-4.317709446,-9.222714424,-26.60286903,-10.05282497,-22.74520302,-12.19797516,-14.65345573,-18.29769516,-7.350634575,-6.465830803,-10.55487633,-3.133195162,-6.482655525,-8.002995491,uu
2020_05_17_19_07_30.mp3,0.509505689,0.025612717,1162.314298,1552.130568,2827.54591,0.032649343,-471.2018738,110.9093094,23.50859451,52.15061188,-4.352287769,11.05133057,-9.689087868,3.639006853,14.60636234,-13.32802677,6.218000412,6.119923592,1.316661358,6.035658836,8.179004669,3.853494406,3.779352665,2.600140333,-1.471269488,4.293029308,e
e_1.mp3,0.361278892,0.048888743,1578.849937,1577.014167,3126.281096,0.077919408,-387.5323792,89.65439606,10.74948883,29.85936165,5.103909969,-23.93388939,-7.922992706,-13.84941673,-23.53741837,-9.342457771,-16.63626671,-7.386912346,-9.539615631,-8.299927711,-3.137172699,-3.683195829,-11.07510471,-3.647930861,-6.253232956,-6.765667439,e
e_2.mp3,0.285930574,0.050104111,1343.079567,1475.778084,2593.086038,0.07089139,-358.6846008,96.00632477,4.990926743,33.16785049,4.765429497,-18.22652817,-8.927319527,-19.39742851,-30.01336288,-10.55944824,-15.34921265,-15.66878319,-13.85894966,-15.25648117,-9.647474289,-2.876199961,-7.897906303,-7.595272064,-6.028489113,-7.383053303,e
e_3.mp3,0.474758953,0.099197261,1281.049325,1680.690211,2631.465862,0.056679266,-232.5198669,125.6891327,-3.317406416,20.84258652,-5.364567757,-2.689739704,0.495134324,0.232763216,-6.871995449,0.059084609,-2.575431347,-6.300749302,-2.455929995,-3.291324377,-7.256852627,-6.690674782,-7.12315321,-7.529860497,-7.617979527,-4.769740582,e
e_4.mp3,0.366716534,0.086338475,1801.106196,1901.371013,3437.978728,0.06792063,-291.7318726,90.05934143,-9.898407936,57.15348053,11.42725658,-20.47168159,3.877536058,-12.60119629,-25.92221832,-15.19771862,-23.65958595,-3.391221285,-15.95935726,-10.48518181,-15.87301826,7.657498837,-11.30335236,-3.444644213,-9.710396767,-4.017420292,e
e_5.mp3,0.411964893,0.034673318,1529.212367,1639.882326,3196.904693,0.068464949,-384.0714111,103.0157394,-11.55493641,22.53058815,1.594864607,-13.03619862,3.243140459,-9.437983513,-10.23052406,-3.192465544,-20.40221977,-3.921101809,-9.283946991,-12.87840557,-10.18175697,-10.62488365,-6.072455406,-4.620379448,-14.82067585,-11.36880016,e
e_6.mp3,0.39983803,0.045689262,1916.429474,1799.563515,3537.253611,0.106548109,-363.6446228,82.10638428,-13.01160908,50.6961174,18.06873322,-15.8780899,-6.573839188,-17.64084435,-27.7389431,-17.66197205,-22.99596024,-6.839265347,-8.39839077,-14.1271286,-10.50271225,0.711915255,-8.275740623,-0.894012868,-11.90737438,-1.733749986,e
2020_05_17_19_07_39.mp3,0.504720986,0.061190877,771.7126317,1183.000009,1290.891058,0.027576793,-448.0712891,123.4093094,49.20633316,24.6860466,-15.93517208,5.807342052,-3.135201216,1.439469934,18.33355141,-3.033293247,1.290502429,6.935435772,-0.609846175,-1.231388211,10.31485844,5.834579945,0.526736021,10.37189102,-1.289280415,-0.644519985,oo
oo_1.mp3,0.348793238,0.058868103,922.0204657,1132.412795,1481.890073,0.049641927,-395.9129333,115.5104523,36.83457947,12.70707417,-15.32186794,-24.19763756,-14.56278706,-18.08865166,-22.00213623,1.159772515,-13.99028969,-13.75002861,-10.36544037,-10.0012188,-4.233389854,-6.832768917,-7.102880001,-0.650780141,-5.50154686,-6.765209198,oo
oo_2.mp3,0.345064044,0.041889843,1107.736134,1313.270197,2107.538007,0.055769637,-415.8652649,89.36946869,22.05334854,7.752447128,-12.66051006,-20.20486259,-11.54211903,-15.66004372,-17.93636322,-6.161714077,-12.37786198,-11.89318085,-4.511707306,-4.573995113,-3.246706963,0.050637897,-8.480239868,-1.713193059,-3.436390877,-8.554916382,oo
oo_3.mp3,0.572311819,0.107135877,1146.03396,1524.025773,2150.849289,0.045142002,-261.1354675,136.2113953,-13.52909756,9.252120972,-0.818215966,-2.387830973,4.529777527,5.318174839,0.904382885,1.371625543,-0.314502954,-3.038399696,-1.615757465,-0.502120972,-0.592155933,0.540964544,-1.219950676,-2.134690523,-3.915547609,-2.859273911,oo
oo_4.mp3,0.353549391,0.129301041,1186.112006,1479.420606,2267.227836,0.052316859,-302.1583862,129.1503448,12.41454411,26.58737564,-19.3360939,-27.57777023,-2.615000248,-15.50779629,-23.77207565,-7.0052104,-16.15201378,-15.29368019,-16.71905136,-14.40693092,-7.452960491,2.97872138,-9.613257408,5.160696507,-7.54798317,-10.03742409,oo
oo_5.mp3,0.415897459,0.059954591,1128.24925,1417.929535,2071.224976,0.053780692,-346.5712891,133.984787,12.07155704,15.01122189,-16.98376274,-10.86032104,-5.587054729,-7.649744511,-9.162079811,-7.370419025,-12.77065849,-9.571047783,-12.31247997,-15.93362522,-12.08798695,-0.378976792,0.998473585,-10.44499302,-17.22537804,-7.633304119,oo
oo_6.mp3,0.342766434,0.047618739,1226.602359,1467.651213,2523.918072,0.052567331,-363.4523315,119.6701813,5.744003296,23.37396049,-2.890335083,-13.33043194,-3.988420248,-8.167428017,-21.88158607,-10.49470615,-17.7848568,-8.032371521,-13.39181232,-15.84261322,-3.836667061,-11.92304897,-6.900583267,-4.480619907,-6.350936413,-3.801308155,oo
2020_05_17_19_07_34.mp3,0.537237585,0.045919068,698.3062029,1164.317355,1225.048237,0.025398501,-468.785675,122.5958939,41.30217361,24.63974571,-11.28694248,5.468414783,-0.051990878,3.453543663,15.52373791,-1.599007845,1.634685516,3.367704391,-1.062409282,2.737963915,11.80757046,6.750444412,1.726747751,6.543352604,-1.633686423,-0.095809467,oi
oi_1.mp3,0.356253326,0.039603803,1220.27542,1477.322085,2415.09142,0.052234328,-398.6182556,91.90909576,28.91157722,17.85920143,-3.528561831,-12.0819273,-12.40803242,-10.28446007,-13.56916714,-6.610571384,-17.12728119,-9.666889191,-12.46257782,-10.05648708,-7.665053844,-4.535822392,-9.070289612,-7.652392387,-3.879114628,-7.893105507,oi
oi_2.mp3,0.314590871,0.032010108,1212.442816,1381.555558,2324.906963,0.058360607,-409.1525574,91.41468811,12.81201839,5.356602669,-8.673150063,-13.38859463,-6.845914841,-15.44593716,-22.1441555,-7.315986633,-8.867707253,-9.064482689,-7.015729427,-10.51726055,-8.417244911,-6.179289818,-8.880253792,-3.306479692,-5.318061829,-4.851305485,oi
oi_3.mp3,0.4644427,0.10337656,1338.87199,1640.195265,2651.860776,0.083861243,-216.192337,126.1279144,-6.542413712,20.75166512,-10.55557728,-3.802899122,7.237636566,-1.565111399,-6.008480072,-1.067974091,-0.755223393,-7.697993279,2.079611063,-1.188233733,-11.90704727,1.724670649,-10.38272476,-7.055238247,-7.156579018,-7.828146458,oi
oi_4.mp3,0.383978426,0.07694456,1620.996612,1835.121854,3286.086426,0.064599609,-327.059845,89.43334198,-0.962161601,33.44947433,11.6552372,-12.05582523,1.225145817,-6.015746593,-25.01401711,-14.03339863,-21.64420319,-7.958321095,-14.83429527,-13.33039951,-8.784109116,2.012388229,-11.68092155,-3.471978188,-5.584208012,-11.33087063,oi
oi_5.mp3,0.396452516,0.054867208,1430.549017,1767.527647,3145.408033,0.064403589,-332.525177,108.136673,-3.738426208,32.45891953,0.246540815,-2.696645737,6.647066116,-2.743220329,-18.37654686,-7.397377014,-21.38767815,-9.261351585,-9.299476624,-13.90255356,-15.70924282,-5.256762505,-6.333505154,-7.945380688,-17.50793839,-5.021847725,oi
oi_6.mp3,0.347335696,0.051642761,1501.626452,1594.614192,2870.574309,0.060065019,-357.0855103,82.48735046,3.711079359,42.68080902,15.91082001,-9.18291378,-3.229893446,-5.318615913,-26.94989586,-11.35578442,-25.36313629,-10.96558475,-14.88249302,-15.14644909,-10.56403542,-7.900043011,-11.24059868,-4.165821075,-7.453105927,-5.823894978,oi
2020_05_17_19_07_43.mp3,0.499978811,0.040417176,843.8286235,1250.504562,1487.371434,0.037588697,-479.6985168,114.5376205,42.62268829,18.38050079,-13.5020647,2.449873447,-1.34238565,3.763525248,11.52996635,-1.085663557,-0.981837869,3.086468697,1.41750133,0.0702333,13.42378998,6.215723991,-2.876300335,2.533090353,-3.345065355,-1.652430296,ou
ou_1.mp3,0.421583831,0.047293756,1207.202124,1308.529554,2132.77877,0.058073345,-394.0743408,112.8215714,28.91883278,13.84608078,-7.056348324,-7.233291626,-3.489880323,-8.522568703,-13.8023653,-5.987848282,-20.93184853,-16.55915833,-15.00395298,-9.282305717,-7.152996063,-8.608039856,-7.815995216,-8.408666611,-6.435438633,-5.621218681,ou
ou_2.mp3,0.37218976,0.041418403,1083.890958,1274.528293,2060.009766,0.057199289,-392.2766724,97.69931793,19.65483284,7.695549965,-7.808781147,-14.51553249,-3.885006666,-8.286782265,-17.98741341,-9.514706612,-12.21756649,-14.13342381,-13.61464024,-10.85543919,-6.618127346,-11.03365612,-8.026706696,-2.188853264,-6.749541759,-6.622113228,ou
ou_3.mp3,0.59101963,0.099866413,1189.439414,1533.205129,2242.823539,0.04832286,-252.4413452,132.7017822,-14.48833847,13.95915413,1.996574759,0.62624979,6.002981186,3.425229549,1.839161754,2.301259518,-0.598569572,-2.35836935,-1.71392262,-1.707066894,-0.938113034,-0.299203008,-0.253719121,-4.247982025,-4.506931782,-2.769377947,ou
